State,Year,population,property_crime_rate,burglary_rate,larceny_rate,motor_theft_rate,violent_crime_rate,assault_rate,murder_rate,rape_rate,robbery_rate,Data.Totals.Property.All,Data.Totals.Property.Burglary,Data.Totals.Property.Larceny,Data.Totals.Property.Motor,Data.Totals.Violent.All,Data.Totals.Violent.Assault,Data.Totals.Violent.Murder,Data.Totals.Violent.Rape,Data.Totals.Violent.Robbery,Unemployment_rate
North Dakota,2001,636550,2330.4,340.1,1819.7,170.6,79.3,43.0,1.1,25.8,9.4,14834,2165,11583,1086,505,274,7,164,60,2.8
North Dakota,2002,633911,2328.7,353.8,1814.3,160.6,78.2,42.6,0.8,25.7,9.1,14762,2243,11501,1018,496,270,5,163,58,3.4
North Dakota,2003,633400,2109.9,309.3,1630.4,170.2,80.2,45.2,1.4,25.3,8.4,13364,1959,10327,1078,508,286,9,160,53,3.5
North Dakota,2004,636308,1963.4,320.6,1495.5,147.3,87.7,51.9,1.3,27.8,6.8,12493,2040,9516,937,558,330,8,177,43,3.4
North Dakota,2005,634605,2025.0,321.9,1534.0,169.0,111.0,72.5,1.9,28.4,8.5,12848,2043,9732,1073,706,460,12,180,54,3.3
North Dakota,2006,635867,2100.9,409.0,1521.1,170.8,197.4,145.5,2.2,37.9,11.8,13359,2601,9672,1086,1255,925,14,241,75,3.1
North Dakota,2007,639715,2000.3,361.7,1485.0,153.5,209.9,156.2,2.7,39.4,11.7,12796,2314,9500,982,1343,999,17,252,75,3.0
North Dakota,2008,641481,2031.1,364.2,1524.9,142.0,224.6,159.9,1.7,51.6,11.4,13029,2336,9782,911,1441,1026,11,331,73,3.1
North Dakota,2009,646844,1980.8,375.1,1464.6,141.1,266.4,202.2,1.9,45.8,16.5,12813,2426,9474,913,1723,1308,12,296,107,3.9
North Dakota,2010,674629,1780.2,296.5,1354.4,129.4,229.5,178.3,1.5,36.3,13.3,12010,2000,9137,873,1548,1203,10,245,90,3.7
North Dakota,2011,684740,1947.3,359.0,1444.5,143.9,248.1,192.5,3.5,38.8,13.3,13334,2458,9891,985,1699,1318,24,266,91,3.3
North Dakota,2012,699628,2010.1,339.8,1505.8,164.5,244.7,183.1,4.0,38.9,18.7,14063,2377,10535,1151,1712,1281,28,272,131,2.9
North Dakota,2013,723393,2094.0,405.6,1492.7,195.7,270.1,199.9,2.2,45.6,22.4,15148,2934,10798,1416,1954,1446,16,330,162,2.9
North Dakota,2014,739482,2110.3,366.1,1539.5,204.7,265.1,190.3,3.0,48.4,23.4,15605,2707,11384,1514,1960,1407,22,358,173,2.6
North Dakota,2015,756927,2116.5,395.9,1511.4,209.1,239.4,171.5,2.8,45.6,19.6,16020,2997,11440,1583,1812,1298,21,345,148,2.8
North Dakota,2016,757952,2295.9,427.9,1608.9,259.1,251.1,180.1,2.0,45.1,23.9,17402,3243,12195,1964,1903,1365,15,342,181,3.1
North Dakota,2017,755393,2197.8,389.5,1573.6,234.7,281.3,202.9,1.3,52.8,24.2,16602,2942,11887,1773,2125,1533,10,399,183,2.6
North Dakota,2018,760077,2040.2,358.4,1448.3,233.5,280.6,205.2,2.4,52.2,20.8,15507,2724,11008,1775,2133,1560,18,397,158,2.4
North Dakota,2019,762062,1977.0,342.2,1399.6,235.2,284.6,200.6,3.1,57.3,23.5,15066,2608,10666,1792,2169,1529,24,437,179,2.2
Ohio,2000,11353140,3707.7,780.7,2583.2,343.7,334.1,155.3,3.7,37.6,137.5,420939,88636,293277,39026,37935,17636,418,4271,15610,4.1
Ohio,2001,11389785,3820.2,850.9,2598.6,370.8,351.4,157.2,4.0,39.2,151.0,435115,96910,295976,42229,40023,17906,452,4466,17199,4.4
Ohio,2002,11408699,3760.1,869.2,2516.0,374.9,351.7,148.3,4.6,42.2,156.6,428976,99164,287045,42767,40128,16922,526,4809,17871,5.8
Ohio,2003,11437680,3650.1,831.3,2460.1,358.6,333.9,140.8,4.6,40.7,147.7,417483,95083,281383,41017,38185,16104,526,4660,16895,6.2
Ohio,2004,11450143,3662.3,842.9,2464.3,355.0,338.7,140.7,4.4,41.4,152.2,419337,96518,282168,40651,38787,16108,506,4744,17429,6.3
Ohio,2005,11470685,3668.0,873.4,2433.0,362.0,350.0,141.5,5.1,40.7,162.8,420705,100183,279051,41471,40162,16228,590,4671,18673,5.9
Ohio,2006,11478006,3688.2,920.4,2437.0,330.9,361.5,145.9,4.9,41.6,169.2,423334,105639,279718,37977,41491,16743,560,4770,19418,5.4
Ohio,2007,11466917,3468.1,863.8,2308.2,296.1,355.4,150.2,4.6,40.6,160.0,397681,99049,264677,33955,40759,17218,529,4661,18351,5.6
Ohio,2008,11485910,3410.0,891.8,2270.5,247.7,352.0,145.0,4.8,39.4,162.9,391667,102428,260788,28451,40436,16652,547,4531,18706,6.6
Ohio,2009,11542645,3261.3,901.1,2163.9,196.3,331.9,138.5,4.6,35.7,153.1,376446,104009,249777,22660,38305,15989,527,4119,17670,10.2
Ohio,2010,11537968,3266.1,928.5,2154.5,183.1,314.7,135.3,4.2,32.3,142.9,376836,107125,248581,21130,36306,15611,479,3730,16486,10.3
Ohio,2011,11541007,3297.6,978.3,2138.0,181.3,305.2,130.4,4.3,31.9,138.6,380572,112901,246744,20927,35218,15048,500,3679,15991,8.8
Ohio,2012,11544225,3117.4,895.9,2052.5,169.0,299.7,131.7,4.3,31.7,132.0,359883,103421,236950,19512,34595,15207,495,3658,15235,7.4
Ohio,2013,11570808,2927.5,790.2,1968.5,168.8,286.2,123.2,3.9,34.9,124.2,338731,91433,227766,19532,33121,14257,455,4041,14368,7.5
Ohio,2014,11594163,2799.1,680.0,1963.6,155.4,284.9,127.4,4.0,43.5,110.0,324528,78845,227668,18015,33030,14771,464,5042,12753,5.8
Ohio,2015,11613423,2587.7,596.7,1842.6,148.4,291.9,135.1,4.3,44.3,108.1,300525,69303,213993,17229,33898,15695,500,5149,12554,5.0
Ohio,2016,11614373,2577.5,575.9,1832.3,169.3,300.3,138.7,5.6,48.1,107.8,299357,66883,212807,19667,34877,16111,654,5589,12523,5.0
Ohio,2017,11658609,2419.1,502.4,1743.0,173.7,297.5,141.6,6.1,50.3,99.5,282034,58573,203208,20253,34683,16509,710,5859,11605,5.0
Ohio,2018,11689442,2177.1,412.2,1594.6,170.3,279.9,151.2,4.8,45.3,78.6,254496,48186,186401,19909,32723,17674,564,5300,9185,4.5
Ohio,2019,11689100,2055.7,375.5,1520.4,159.7,293.2,163.9,4.6,49.0,75.7,240291,43894,177725,18672,34269,19154,538,5731,8846,4.2
Oklahoma,2000,3450654,4060.8,917.5,2785.4,357.8,497.8,375.5,5.3,41.2,75.8,140125,31661,96116,12348,17177,12958,182,1422,2615,3.0
Oklahoma,2001,3469577,4083.5,996.5,2724.7,362.3,510.9,383.6,5.3,42.8,79.1,141679,34573,94537,12569,17726,13309,185,1486,2746,3.6
Oklahoma,2002,3489700,4244.7,1007.9,2870.9,366.0,504.0,369.2,4.7,45.1,85.0,148128,35171,100185,12772,17587,12885,163,1573,2966,4.6
Oklahoma,2003,3506469,4312.3,993.8,2948.9,369.5,506.4,365.8,5.9,42.8,91.9,151208,34846,103404,12958,17758,12827,206,1501,3224,5.4
Oklahoma,2004,3523546,4242.1,1000.2,2874.1,367.7,500.5,363.3,5.3,44.2,87.7,149472,35244,101271,12957,17635,12802,186,1557,3090,4.7
Oklahoma,2005,3543442,4047.0,1007.3,2648.0,392.0,509.0,371.0,5.3,41.8,91.2,143406,35692,93814,13900,18044,13146,187,1481,3230,4.3
Oklahoma,2006,3579212,3624.5,962.1,2286.9,375.4,500.2,364.9,5.9,41.6,87.9,129728,34437,81853,13438,17905,13062,210,1488,3145,3.9
Oklahoma,2007,3617316,3558.3,950.1,2232.2,376.0,504.1,360.8,6.2,43.3,93.8,128714,34367,80747,13600,18234,13053,224,1565,3392,4.0
Oklahoma,2008,3642361,3474.0,967.7,2203.7,302.6,531.5,383.7,5.9,40.4,101.5,126535,35247,80265,11023,19359,13975,215,1471,3698,3.6
Oklahoma,2009,3687050,3589.6,1032.6,2273.2,283.9,503.4,364.3,6.3,41.6,91.1,132350,38071,83813,10466,18560,13433,234,1535,3358,6.6
Oklahoma,2010,3760184,3443.0,1006.5,2162.2,274.3,481.4,348.1,5.2,39.1,89.0,129464,37848,81303,10313,18100,13091,195,1469,3345,6.5
Oklahoma,2011,3784163,3372.4,963.5,2115.8,293.1,457.5,327.7,5.6,37.3,86.9,127618,36462,80064,11092,17311,12401,212,1410,3288,5.6
Oklahoma,2012,3814820,3401.0,936.6,2161.3,303.1,469.3,337.3,5.7,41.6,84.7,129743,35731,82448,11564,17902,12867,216,1588,3231,5.1
Oklahoma,2013,3850568,3273.7,866.1,2116.4,291.2,441.2,300.8,5.1,56.6,78.7,126057,33348,81495,11214,16989,11583,195,2180,3031,5.1
Oklahoma,2014,3878051,2990.7,760.9,1956.9,272.9,406.0,277.0,4.5,45.8,78.6,115982,29508,75891,10583,15744,10744,175,1777,3048,4.3
Oklahoma,2015,3911338,2885.9,726.2,1892.5,267.2,422.0,291.9,6.0,47.3,76.8,112878,28406,74022,10450,16506,11418,234,1849,3005,4.3
Oklahoma,2016,3923561,2982.9,741.7,1931.4,309.8,449.8,311.0,6.2,52.0,80.6,117037,29103,75779,12155,17648,12202,245,2039,3162,4.6
Oklahoma,2017,3930864,2876.4,727.8,1836.9,311.7,456.2,319.3,6.2,54.5,76.3,113066,28608,72207,12251,17934,12550,242,2142,3000,4.0
Oklahoma,2018,3943079,2875.0,681.1,1856.8,337.0,466.1,331.8,5.2,58.3,70.8,113364,26858,73217,13289,18380,13084,206,2299,2791,3.3
Oklahoma,2019,3956971,2845.3,671.7,1835.5,338.1,431.8,307.9,6.7,57.3,59.9,112587,26577,72632,13378,17086,12183,266,2268,2369,3.1
Oregon,2000,3421399,4494.7,748.8,3338.7,407.2,350.7,226.7,2.0,37.6,84.4,153780,25618,114230,13932,12000,7756,70,1286,2888,5.2
Oregon,2001,3473441,4736.6,767.2,3542.1,427.3,306.6,191.3,2.4,33.8,79.1,164524,26648,123034,14842,10650,6643,84,1174,2749,6.4
Oregon,2002,3520355,4577.5,729.9,3378.2,469.4,292.5,177.4,2.0,35.2,77.9,161145,25696,118925,16524,10298,6246,72,1238,2742,7.5
Oregon,2003,3564330,4765.6,801.3,3432.0,532.3,294.8,178.8,1.9,34.2,79.9,169863,28562,122327,18974,10506,6373,68,1218,2847,8.0
Oregon,2004,3591363,4635.4,837.3,3282.0,516.1,298.6,183.8,2.5,35.7,76.6,166475,30072,117868,18535,10724,6600,90,1283,2751,7.4
Oregon,2005,3638871,4402.0,759.1,3114.0,529.0,287.0,181.9,2.2,34.8,68.1,160199,27621,113316,19262,10444,6620,80,1266,2478,6.2
Oregon,2006,3700758,3725.1,657.3,2672.3,395.5,284.6,176.1,2.4,32.9,73.3,137858,24324,98897,14637,10534,6516,88,1219,2711,5.4
Oregon,2007,3747455,3543.0,613.2,2539.2,390.6,293.9,181.4,2.0,34.0,76.4,132773,22979,95157,14637,11015,6799,76,1276,2864,5.2
Oregon,2008,3790060,3302.6,557.1,2445.3,300.2,261.4,157.9,2.3,31.2,70.1,125169,21115,92677,11377,9909,5983,87,1183,2656,6.2
Oregon,2009,3825657,3000.3,516.0,2223.5,260.8,260.6,161.5,2.3,31.4,65.3,114780,19739,85064,9977,9968,6179,88,1202,2499,10.8
Oregon,2010,3838332,3039.3,522.0,2279.5,237.8,251.4,153.5,2.5,32.3,63.1,116657,20035,87494,9128,9648,5892,96,1239,2421,10.7
Oregon,2011,3868229,3150.5,535.2,2379.9,235.4,249.3,157.3,2.2,32.0,57.8,121869,20704,92059,9106,9643,6083,84,1239,2237,9.6
Oregon,2012,3899353,3224.2,561.7,2400.9,261.7,247.6,154.1,2.4,29.2,61.9,125723,21901,93619,10203,9653,6008,92,1140,2413,8.8
Oregon,2013,3930065,3173.9,528.5,2394.5,250.9,254.0,142.7,2.0,48.3,61.0,124737,20769,94106,9862,9984,5610,80,1897,2397,7.8
Oregon,2014,3970239,2879.0,434.0,2204.6,240.5,232.3,140.8,2.0,36.7,52.7,114305,17230,87526,9549,9224,5592,81,1458,2093,6.7
Oregon,2015,4028977,2946.6,455.1,2229.7,261.8,259.8,164.6,2.5,39.5,53.3,118719,18336,89836,10547,10468,6630,99,1593,2146,5.5
Oregon,2016,4093465,2964.4,412.0,2230.0,322.3,264.6,164.1,2.8,42.0,55.6,121345,16866,91286,13193,10830,6718,113,1721,2278,4.7
Oregon,2017,4142776,2986.5,427.4,2145.3,413.7,281.8,172.3,2.5,48.3,58.7,123722,17705,88877,17140,11674,7139,104,1999,2432,4.1
Oregon,2018,4190713,2894.0,389.1,2109.9,395.1,285.5,175.6,2.0,47.1,60.8,121278,16304,88418,16556,11966,7360,82,1975,2549,4.0
Oregon,2019,4217737,2730.6,349.1,2021.5,360.0,284.4,185.5,2.8,42.2,54.0,115170,14724,85261,15185,11995,7825,116,1778,2276,3.7
Pennsylvania,2000,12281054,2575.3,440.4,1839.2,295.8,420.0,240.9,4.9,26.4,147.8,316274,54080,225869,36325,51584,29580,602,3247,18155,4.2
Pennsylvania,2001,12303104,2547.4,441.7,1815.4,290.3,409.9,234.2,5.3,28.2,142.2,313408,54345,223350,35713,50432,28814,651,3467,17500,4.8
Pennsylvania,2002,12328827,2440.4,451.1,1723.1,266.2,402.1,227.6,5.1,30.3,139.2,300868,55610,212441,32817,49578,28060,624,3731,17163,5.6
Pennsylvania,2003,12370761,2430.2,435.9,1724.1,270.3,397.8,218.5,5.2,28.7,145.3,300639,53918,213279,33442,49210,27027,647,3556,17980,5.7
Pennsylvania,2004,12394471,2417.3,439.3,1728.2,249.9,411.5,228.6,5.2,28.5,149.1,299611,54443,214199,30969,50998,28339,650,3535,18474,5.4
Pennsylvania,2005,12405348,2422.0,452.5,1732.0,237.0,425.0,235.4,6.1,28.9,154.9,300444,56134,214916,29394,52761,29205,756,3586,19214,5.0
Pennsylvania,2006,12440621,2448.3,464.1,1745.4,238.8,442.3,237.8,6.0,29.0,169.6,304589,57739,217142,29708,55028,29581,741,3611,21095,4.7
Pennsylvania,2007,12432792,2363.5,451.2,1699.1,213.2,416.7,226.8,5.8,27.7,156.4,293850,56091,211248,26511,51806,28198,725,3443,19440,4.6
Pennsylvania,2008,12448279,2412.3,471.4,1760.2,180.7,410.0,224.8,5.7,28.0,151.6,300294,58687,219115,22492,51044,27981,705,3485,18873,5.3
Pennsylvania,2009,12604767,2199.0,434.5,1623.1,141.4,382.3,209.4,5.3,28.8,138.9,277182,54772,204588,17822,48188,26394,664,3626,17504,8.0
Pennsylvania,2010,12717722,2173.1,434.1,1607.5,131.5,366.5,205.3,5.1,27.3,128.8,276366,55206,204440,16720,46612,26112,653,3472,16375,8.2
Pennsylvania,2011,12743948,2224.1,454.9,1636.9,132.4,362.4,204.4,5.0,26.2,126.8,283442,57966,208604,16872,46189,26046,639,3339,16165,7.8
Pennsylvania,2012,12763536,2166.3,445.5,1603.1,117.7,348.7,194.4,5.4,26.1,122.8,276496,56859,204609,15028,44503,24818,685,3327,15673,7.7
Pennsylvania,2013,12773801,2060.8,407.3,1545.6,107.8,335.4,185.7,4.7,29.5,115.6,263240,52034,197436,13770,42849,23719,594,3774,14762,7.1
Pennsylvania,2014,12787209,1931.7,357.5,1472.2,102.0,314.1,173.5,4.8,29.9,105.8,247016,45720,188256,13040,40164,22189,614,3827,13534,5.9
Pennsylvania,2015,12802503,1812.8,309.8,1408.2,94.8,315.1,174.8,5.1,33.6,101.6,232085,39664,180287,12134,40339,22373,658,4305,13003,5.4
Pennsylvania,2016,12784227,1742.7,277.8,1362.8,102.1,316.4,180.1,5.2,34.7,96.4,222795,35520,174228,13047,40447,23027,661,4433,12326,5.3
Pennsylvania,2017,12805537,1649.4,250.3,1297.7,101.4,313.3,182.6,5.8,32.8,92.1,211220,32057,166178,12985,40120,23387,739,4201,11793,5.0
Pennsylvania,2018,12807060,1489.9,211.6,1175.9,102.4,306.0,188.0,6.1,35.0,76.9,190816,27104,150596,13116,39192,24077,784,4483,9848,4.4
Pennsylvania,2019,12801989,1403.4,182.4,1124.2,96.8,306.4,191.1,5.2,34.0,76.1,179665,23354,143921,12390,39228,24465,669,4351,9743,4.3
Rhode Island,2000,1048319,3178.7,631.5,2102.2,445.0,297.7,166.2,4.3,39.3,88.0,33323,6620,22038,4665,3121,1742,45,412,922,4.0
Rhode Island,2001,1059659,3373.0,644.0,2253.1,475.9,309.3,173.4,3.7,39.3,93.0,35742,6824,23875,5043,3278,1837,39,416,986,4.5
Rhode Island,2002,1068326,3308.2,600.5,2251.3,456.4,285.6,159.0,3.8,37.0,85.7,35342,6415,24051,4876,3051,1699,41,395,916,5.1
Rhode Island,2003,1076084,2995.2,513.3,2074.2,407.7,285.7,159.3,2.3,46.9,77.1,32231,5524,22320,4387,3074,1714,25,505,830,5.6
Rhode Island,2004,1079916,2886.0,506.1,2002.3,377.6,247.5,147.8,2.4,29.6,67.7,31166,5465,21623,4078,2673,1596,26,320,731,5.3
Rhode Island,2005,1073579,2728.0,495.4,1823.0,410.0,252.0,146.9,3.2,30.1,72.3,29287,5319,19567,4401,2710,1577,34,323,776,5.1
Rhode Island,2006,1067610,2614.6,510.8,1765.8,338.0,230.4,131.5,2.5,27.1,69.3,27914,5453,18852,3609,2460,1404,27,289,740,5.2
Rhode Island,2007,1057832,2606.8,492.1,1812.7,302.0,229.1,131.1,1.8,24.4,71.8,27576,5206,19175,3195,2424,1387,19,258,760,5.1
Rhode Island,2008,1050788,2845.0,548.7,1991.5,304.8,252.8,139.2,3.0,26.8,83.7,29895,5766,20926,3203,2656,1463,31,282,880,7.6
Rhode Island,2009,1053209,2616.6,546.2,1842.3,228.1,254.3,148.6,3.0,28.1,74.5,27558,5753,19403,2402,2678,1565,32,296,785,11.4
Rhode Island,2010,1052528,2561.4,581.8,1751.2,228.3,257.4,152.0,2.8,28.3,74.3,26959,6124,18432,2403,2709,1600,29,298,782,11.6
Rhode Island,2011,1050646,2662.7,650.6,1786.0,226.1,246.1,143.1,1.9,30.4,70.8,27976,6836,18765,2375,2586,1503,20,319,744,11.0
Rhode Island,2012,1050292,2572.3,566.4,1755.7,250.2,252.4,153.9,3.2,27.4,67.9,27017,5949,18440,2628,2651,1616,34,288,713,10.2
Rhode Island,2013,1051511,2442.0,533.2,1696.4,212.4,257.2,147.4,2.9,41.8,65.0,25678,5607,17838,2233,2705,1550,31,440,684,9.5
Rhode Island,2014,1055173,2173.6,457.1,1542.8,173.7,219.2,132.5,2.4,34.2,50.1,22935,4823,16279,1833,2313,1398,25,361,529,7.8
Rhode Island,2015,1056298,1897.5,373.7,1392.3,131.5,242.5,143.7,2.7,43.5,52.6,20043,3947,14707,1389,2562,1518,29,459,556,6.0
Rhode Island,2016,1056426,1898.7,358.6,1389.0,151.1,238.9,143.2,2.7,41.8,51.1,20058,3788,14674,1596,2524,1513,29,442,540,5.2
Rhode Island,2017,1059639,1751.6,303.6,1308.1,140.0,232.2,143.5,1.9,42.0,44.7,18561,3217,13861,1483,2460,1521,20,445,474,4.5
Rhode Island,2018,1057315,1660.9,265.8,1250.3,144.8,219.1,129.2,1.5,45.5,42.9,17561,2810,13220,1531,2317,1366,16,481,454,4.0
Rhode Island,2019,1059361,1534.8,219.1,1187.5,128.2,221.1,132.9,2.4,46.3,39.5,16259,2321,12580,1358,2342,1408,25,491,418,3.5
South Carolina,2000,4012012,4518.7,969.3,3125.2,388.5,828.1,624.5,7.3,41.4,155.0,181290,40319,125385,15586,33225,25054,291,1660,6220,3.7
South Carolina,2001,4062125,4580.2,1049.0,3120.1,411.1,815.2,616.1,8.1,43.5,147.4,186054,42611,126742,16701,33114,25028,330,1769,5987,5.3
South Carolina,2002,4103770,4479.0,1066.0,3002.0,411.0,822.7,627.0,7.3,47.7,140.7,183808,43745,123196,16867,33761,25730,298,1959,5774,6.4
South Carolina,2003,4148744,4521.7,1060.4,3080.7,380.6,806.4,612.2,7.3,47.1,139.8,187592,43993,127809,15790,33455,25399,303,1952,5801,7.2
South Carolina,2004,4197892,4536.9,1041.9,3120.4,374.6,789.9,610.6,6.8,42.2,130.3,190456,43739,130991,15726,33160,25634,286,1772,5468,7.4
South Carolina,2005,4246933,4370.0,1006.4,2978.0,386.0,767.0,582.9,7.4,43.8,133.2,185606,42741,126489,16376,32590,24757,314,1862,5657,7.3
South Carolina,2006,4321249,4274.5,994.0,2894.4,386.1,771.1,583.7,8.4,42.4,136.6,184712,42952,125075,16685,33322,25224,362,1834,5902,6.9
South Carolina,2007,4407709,4294.8,1030.0,2876.8,388.0,785.7,593.0,8.3,40.2,144.2,189304,45398,126802,17104,34630,26139,364,1773,6354,6.1
South Carolina,2008,4479800,4240.1,1026.0,2819.7,394.4,731.0,539.3,6.9,37.6,147.2,189950,45964,126316,17670,32746,24158,307,1686,6595,7.3
South Carolina,2009,4561242,3909.2,996.3,2614.4,298.5,675.2,506.0,6.7,36.5,126.1,178310,45443,119250,13617,30799,23078,305,1663,5753,11.4
South Carolina,2010,4637106,3905.4,997.6,2621.1,286.7,602.2,454.8,5.7,33.4,108.2,181098,46261,121544,13293,27923,21090,265,1551,5017,11.3
South Carolina,2011,4673348,3921.0,1013.2,2616.0,291.8,596.9,455.0,6.8,35.9,99.1,183243,47351,122255,13637,27894,21265,320,1678,4631,10.4
South Carolina,2012,4723723,3822.2,954.5,2588.3,279.5,558.8,421.4,6.9,35.5,95.0,180550,45086,122263,13201,26397,19905,324,1679,4489,9.0
South Carolina,2013,4774839,3624.2,857.8,2502.9,263.5,508.5,373.6,6.2,45.5,83.2,173049,40958,119511,12580,24278,17838,297,2171,3972,7.4
South Carolina,2014,4832482,3460.3,759.9,2433.4,267.0,497.7,365.8,6.4,42.8,82.7,167217,36721,117594,12902,24052,17676,311,2068,3997,6.3
South Carolina,2015,4896146,3293.3,705.7,2322.7,264.9,504.5,369.1,8.1,46.9,80.3,161245,34551,113724,12970,24700,18073,399,2297,3931,5.9
South Carolina,2016,4961119,3243.8,664.7,2298.5,280.6,501.8,365.0,7.4,48.1,81.3,160928,32976,114032,13920,24896,18108,366,2387,4035,4.9
South Carolina,2017,5024369,3195.9,623.1,2289.1,283.8,506.2,371.5,7.8,49.8,77.0,160575,31306,115012,14257,25432,18668,390,2504,3870,4.2
South Carolina,2018,5084127,3017.6,579.7,2156.0,281.9,488.3,362.8,7.7,47.9,69.9,153421,29473,109616,14332,24825,18446,392,2434,3553,3.4
South Carolina,2019,5148714,2940.3,533.4,2116.1,290.8,511.3,390.5,9.0,47.8,64.0,151389,27461,108953,14975,26323,20105,464,2460,3294,2.8
South Dakota,2000,754844,2153.0,383.7,1663.7,105.7,166.8,108.1,0.9,40.4,17.4,16252,2896,12558,798,1259,816,7,305,131,2.5
South Dakota,2001,758324,2172.3,407.1,1657.7,107.5,154.4,93.6,0.9,46.3,13.6,16473,3087,12571,815,1171,710,7,351,103,3.0
South Dakota,2002,760437,2103.0,399.0,1596.3,107.7,177.5,113.2,1.4,47.5,15.4,15992,3034,12139,819,1350,861,11,361,117,3.2
South Dakota,2003,764905,2003.4,376.3,1512.9,114.3,173.7,112.3,1.3,46.5,13.6,15324,2878,11572,874,1329,859,10,356,104,3.5
South Dakota,2004,770621,1931.6,408.5,1413.1,109.9,171.2,110.8,2.2,43.6,14.5,14885,3148,10890,847,1319,854,17,336,112,3.6
South Dakota,2005,774883,1767.0,323.3,1336.0,108.0,179.0,109.3,2.3,48.7,18.7,13694,2505,10350,839,1387,847,18,377,145,3.6
South Dakota,2006,781919,1766.4,386.7,1273.0,106.7,264.9,181.3,3.8,59.5,20.2,13812,3024,9954,834,2071,1418,30,465,158,3.0
South Dakota,2007,796214,1736.8,332.4,1305.9,98.5,241.9,168.8,3.9,54.4,14.8,13829,2647,10398,784,1926,1344,31,433,118,2.8
South Dakota,2008,804194,1724.3,333.6,1276.6,114.2,276.9,185.8,4.6,69.9,16.7,13867,2683,10266,918,2227,1494,37,562,134,3.1
South Dakota,2009,812383,1769.9,322.6,1340.6,106.6,218.7,139.0,3.7,61.7,14.4,14378,2621,10891,866,1777,1129,30,501,117,4.6
South Dakota,2010,816598,1859.9,390.9,1371.1,98.0,268.9,200.1,2.8,47.1,18.9,15188,3192,11196,800,2196,1634,23,385,154,4.9
South Dakota,2011,823593,1857.6,355.4,1387.0,115.2,255.6,171.8,2.4,61.1,20.3,15299,2927,11423,949,2105,1415,20,503,167,4.6
South Dakota,2012,833354,2060.1,391.0,1541.4,127.8,321.8,229.7,3.0,70.2,19.0,17168,3258,12845,1065,2682,1914,25,585,158,4.1
South Dakota,2013,844877,1914.7,399.1,1404.6,111.0,316.5,236.2,2.4,59.1,18.8,16177,3372,11867,938,2674,1996,20,499,159,3.7
South Dakota,2014,853175,1863.9,330.3,1415.5,118.0,326.5,245.7,2.3,55.1,23.4,15902,2818,12077,1007,2786,2096,20,470,200,3.3
South Dakota,2015,858469,1943.0,344.8,1459.8,138.4,383.1,296.6,3.7,57.7,25.2,16680,2960,12532,1188,3289,2546,32,495,216,3.0
South Dakota,2016,865454,1980.6,346.6,1460.4,173.6,418.4,325.0,3.1,58.8,31.4,17141,3000,12639,1502,3621,2813,27,509,272,3.0
South Dakota,2017,869666,1876.2,311.3,1405.9,159.0,433.6,335.0,2.9,68.4,27.4,16317,2707,12227,1383,3771,2913,25,595,238,3.1
South Dakota,2018,882235,1728.7,291.4,1264.5,172.7,404.7,304.0,1.4,69.6,29.7,15251,2571,11156,1524,3570,2682,12,614,262,2.8
South Dakota,2019,884659,1771.0,299.1,1273.4,198.5,399.0,302.5,1.9,72.6,22.0,15667,2646,11265,1756,3530,2676,17,642,195,2.8
Tennessee,2000,5689283,4183.0,990.4,2708.8,483.9,707.2,495.2,7.2,38.4,166.4,237985,56344,154111,27530,40233,28172,410,2186,9465,3.9
Tennessee,2001,5749398,4400.3,1038.5,2870.1,491.7,744.0,520.7,7.4,38.2,177.7,252992,59705,165015,28272,42776,29938,423,2196,10219,4.5
Tennessee,2002,5789796,4307.6,1057.9,2791.3,458.4,717.8,508.5,7.3,39.6,162.6,249399,61248,161610,26541,41562,29439,420,2290,9413,5.1
Tennessee,2003,5845208,4389.3,1083.3,2853.1,452.9,691.3,487.1,6.8,36.4,161.0,256565,63323,166769,26473,40409,28471,396,2129,9413,5.5
Tennessee,2004,5893298,4326.8,1024.7,2881.7,420.4,697.6,502.5,6.1,38.7,150.4,254991,60386,169828,24777,41113,29611,357,2282,8863,5.3
Tennessee,2005,5955745,4300.0,1032.8,2844.0,424.0,757.0,545.2,7.2,36.8,168.1,256093,61508,169357,25228,45104,32470,431,2194,10009,5.5
Tennessee,2006,6038803,4137.6,1043.7,2718.8,375.1,762.5,534.7,6.9,36.3,184.5,249860,63024,164183,22653,46043,32287,419,2194,11143,5.3
Tennessee,2007,6156719,4098.6,1004.1,2741.8,352.8,755.0,533.4,6.6,35.7,179.2,252342,61817,168807,21718,46482,32843,405,2201,11033,4.6
Tennessee,2008,6214888,4040.1,1047.4,2683.8,309.0,722.7,508.8,6.6,33.4,173.8,251089,65093,166793,19203,44913,31619,412,2078,10804,6.5
Tennessee,2009,6296254,3766.6,1013.8,2514.3,238.5,666.0,473.2,7.4,32.1,153.3,237157,63832,158309,15016,41933,29793,468,2019,9653,10.1
Tennessee,2010,6357436,3662.7,1011.3,2418.1,233.3,612.0,440.7,5.6,34.2,131.5,232855,64293,153729,14833,38909,28016,359,2173,8361,9.8
Tennessee,2011,6399787,3607.9,981.8,2405.2,221.0,607.8,442.8,5.9,32.7,126.3,230900,62830,153928,14142,38895,28338,380,2095,8082,9.1
