State,Year,population,property_crime_rate,burglary_rate,larceny_rate,motor_theft_rate,violent_crime_rate,assault_rate,murder_rate,rape_rate,robbery_rate,Data.Totals.Property.All,Data.Totals.Property.Burglary,Data.Totals.Property.Larceny,Data.Totals.Property.Motor,Data.Totals.Violent.All,Data.Totals.Violent.Assault,Data.Totals.Violent.Murder,Data.Totals.Violent.Rape,Data.Totals.Violent.Robbery,Unemployment_rate
Kansas,2017,2913123,2800.9,478.2,2053.3,269.3,413.0,290.3,5.5,55.9,61.3,81593,13931,59816,7846,12030,8458,160,1627,1785,3.6
Kansas,2018,2911505,2633.9,430.6,1933.9,269.4,439.0,328.3,3.9,53.8,53.0,76686,12537,56305,7844,12782,9559,113,1567,1543,3.4
Kansas,2019,2913314,2314.5,342.7,1721.9,249.9,410.8,314.2,3.6,48.6,44.4,67428,9984,50165,7279,11968,9154,105,1416,1293,3.2
Kentucky,2000,4041769,2665.2,626.2,1809.6,229.5,294.5,182.2,4.8,27.0,80.6,107723,25308,73141,9274,11903,7363,193,1091,3256,4.1
Kentucky,2001,4068816,2638.5,662.7,1756.0,219.8,258.3,147.7,4.4,25.8,80.3,107356,26964,71448,8944,10510,6009,181,1051,3269,5.2
Kentucky,2002,4089822,2655.1,657.5,1769.7,227.9,271.4,163.6,4.7,26.6,76.6,108590,26891,72378,9321,11101,6692,191,1087,3131,5.8
Kentucky,2003,4118189,2510.1,632.2,1677.5,200.4,248.5,138.5,4.4,27.3,78.3,103370,26034,69083,8253,10232,5703,181,1124,3224,6.2
Kentucky,2004,4141835,2540.2,625.4,1703.0,211.8,245.1,130.6,5.7,29.9,78.9,105209,25902,70535,8772,10152,5410,236,1238,3268,5.5
Kentucky,2005,4172608,2531.0,634.1,1686.0,211.0,267.0,139.8,4.6,34.1,88.4,105608,26458,70354,8796,11134,5833,190,1421,3690,5.9
Kentucky,2006,4206074,2601.7,662.5,1716.5,222.6,270.1,143.3,4.1,31.2,91.5,109428,27867,72197,9364,11361,6026,173,1312,3850,5.7
Kentucky,2007,4241474,2546.0,655.9,1685.5,204.6,290.7,157.7,4.9,32.2,95.9,107987,27820,71489,8678,12329,6690,206,1365,4068,5.4
Kentucky,2008,4269245,2681.8,692.3,1810.1,179.4,297.2,162.8,4.7,34.1,95.6,114492,29556,77279,7657,12690,6952,201,1457,4080,6.5
Kentucky,2009,4314113,2524.6,692.6,1690.7,141.3,255.0,130.8,4.3,35.5,84.4,108914,29880,72938,6096,11000,5643,184,1531,3642,10.8
Kentucky,2010,4347223,2557.3,700.3,1713.5,143.5,243.9,120.3,4.3,33.1,86.2,111170,30443,74488,6239,10604,5230,188,1438,3748,10.3
Kentucky,2011,4366814,2725.9,750.0,1822.5,153.5,239.6,117.0,3.5,34.3,84.8,119037,32750,79586,6701,10465,5110,151,1499,3705,9.4
Kentucky,2012,4380415,2552.9,675.4,1725.2,152.2,222.6,108.4,4.5,29.0,80.7,111826,29587,75571,6668,9752,4750,195,1272,3535,8.2
Kentucky,2013,4395295,2362.9,596.4,1629.3,137.2,209.8,95.5,3.8,36.7,73.9,103857,26213,71612,6032,9222,4198,167,1611,3246,7.9
Kentucky,2014,4413457,2246.9,526.7,1577.1,143.2,211.6,99.8,3.6,32.6,75.6,99166,23244,69604,6318,9340,4404,160,1440,3336,6.4
Kentucky,2015,4425092,2177.6,503.0,1498.7,175.9,218.7,105.5,4.7,33.7,74.7,96362,22260,66320,7782,9676,4668,209,1492,3307,5.2
Kentucky,2016,4436974,2189.7,469.6,1497.4,222.8,232.3,113.5,5.9,37.0,75.9,97158,20834,66438,9886,10308,5038,260,1641,3369,5.0
Kentucky,2017,4454189,2129.1,453.4,1445.7,230.0,225.8,116.2,5.9,37.3,66.4,94833,20195,64394,10244,10056,5174,263,1661,2958,4.8
Kentucky,2018,4468402,1962.6,384.7,1348.2,229.6,211.9,113.2,5.5,38.2,55.0,87695,17190,60244,10261,9467,5059,244,1707,2457,4.2
Kentucky,2019,4467673,1897.4,345.7,1323.5,228.2,217.1,128.6,4.9,35.2,48.4,84769,15443,59130,10196,9701,5747,221,1572,2161,4.1
Louisiana,2000,4468976,4741.7,1035.8,3229.9,475.9,681.1,466.6,12.5,33.5,168.5,211904,46289,144345,21270,30440,20851,560,1497,7532,5.2
Louisiana,2001,4470368,4646.0,1039.1,3121.8,485.1,686.3,467.7,11.2,31.4,175.9,207693,46451,139555,21687,30678,20910,501,1403,7864,5.6
Louisiana,2002,4476192,4442.1,1013.1,2978.0,451.0,663.3,456.7,13.2,34.2,159.1,198838,45350,133302,20186,29690,20445,593,1529,7123,6.0
Louisiana,2003,4493665,4310.5,991.9,2881.2,437.4,636.9,432.4,13.0,35.6,156.0,193698,44572,129471,19655,28622,19429,584,1601,7008,6.3
Louisiana,2004,4506685,4419.1,1006.5,2975.1,437.4,640.0,445.8,12.7,35.9,145.7,199153,45359,134080,19714,28844,20090,574,1616,6564,5.7
Louisiana,2005,4507331,3696.0,873.7,2504.0,319.0,597.0,436.6,10.0,31.5,118.4,166611,39382,112840,14389,26889,19681,450,1421,5337,7.2
Louisiana,2006,4287768,4080.8,1089.2,2626.2,365.4,721.2,533.0,12.9,37.0,138.3,174975,46703,112605,15667,30923,22853,555,1587,5928,4.1
Louisiana,2007,4293204,4204.7,1093.2,2755.3,356.2,740.4,545.5,14.6,33.2,147.1,180516,46932,118291,15293,31789,23421,625,1427,6316,4.1
Louisiana,2008,4410796,3880.9,1032.1,2541.3,307.5,671.4,489.2,12.3,28.3,141.5,171179,45524,112091,13564,29613,21578,544,1250,6241,4.7
Louisiana,2009,4492076,3842.7,1044.7,2540.1,258.0,642.9,464.1,11.8,30.1,136.9,172619,46928,114102,11589,28878,20848,529,1351,6150,6.8
Louisiana,2010,4545343,3644.8,999.6,2425.8,219.3,555.3,400.7,11.0,27.1,116.5,165667,45437,110260,9970,25241,18214,500,1230,5297,7.5
Louisiana,2011,4574766,3683.9,1010.8,2473.9,199.2,554.6,401.6,11.1,27.6,114.4,168529,46242,113174,9113,25373,18370,506,1262,5235,7.4
Louisiana,2012,4601893,3540.6,915.7,2453.7,171.3,496.9,342.0,10.8,25.2,119.0,162936,42140,112915,7881,22868,15740,495,1158,5475,6.7
Louisiana,2013,4625470,3582.0,890.4,2493.6,198.0,518.5,352.8,10.8,35.0,119.9,165686,41184,115342,9160,23984,16319,498,1619,5548,6.4
Louisiana,2014,4649676,3458.8,824.5,2421.6,212.7,514.7,352.4,10.3,29.6,122.5,160824,38337,112596,9891,23934,16387,477,1375,5695,6.3
Louisiana,2015,4670724,3353.4,759.0,2385.8,208.6,539.7,373.7,10.3,36.9,118.8,156629,35453,111435,9741,25208,17454,481,1723,5550,6.3
Louisiana,2016,4681666,3297.7,740.5,2336.3,220.8,566.1,396.4,11.8,38.8,119.1,154386,34667,109380,10339,26502,18556,554,1816,5576,6.1
Louisiana,2017,4684333,3366.8,731.5,2401.3,234.0,557.0,390.3,12.4,39.9,114.4,157712,34265,112485,10962,26092,18285,582,1867,5358,5.1
Louisiana,2018,4659978,3276.0,668.1,2360.4,247.6,537.5,383.4,11.4,44.7,98.0,152661,31132,109993,11536,25049,17866,530,2085,4568,4.8
Louisiana,2019,4648794,3162.0,579.0,2352.4,230.5,549.3,402.1,11.7,48.9,86.6,146993,26918,109359,10716,25537,18695,544,2273,4025,4.6
Maine,2000,1274923,2510.2,531.4,1875.1,103.7,109.6,63.9,1.2,25.1,19.4,32003,6775,23906,1322,1397,815,15,320,247,3.3
Maine,2001,1284470,2581.1,537.0,1914.0,130.1,111.7,64.3,1.5,25.4,20.6,33154,6898,24585,1671,1435,826,19,326,264,3.8
Maine,2002,1294894,2547.3,537.9,1899.1,110.4,107.8,56.8,1.1,29.1,20.9,32985,6965,24591,1429,1396,735,14,377,270,4.5
Maine,2003,1309205,2450.2,502.5,1836.5,111.2,108.6,58.3,1.2,27.0,22.1,32078,6579,24043,1456,1422,763,16,354,289,5.1
Maine,2004,1314985,2413.7,482.2,1832.4,99.1,103.7,56.4,1.4,24.0,22.0,31740,6341,24096,1303,1364,742,18,315,289,4.7
Maine,2005,1318220,2419.0,479.7,1837.0,102.0,112.0,61.8,1.4,24.7,24.5,31889,6323,24218,1348,1483,815,19,326,323,4.9
Maine,2006,1321574,2546.8,518.0,1926.9,101.9,116.0,59.5,1.7,25.8,29.0,33658,6846,25465,1347,1533,786,23,341,383,4.7
Maine,2007,1317207,2448.3,512.1,1839.3,96.9,118.8,61.0,1.5,29.8,26.5,32249,6745,24228,1276,1565,804,20,392,349,4.7
Maine,2008,1316456,2463.7,498.2,1875.9,89.6,119.4,63.0,2.4,28.8,25.3,32433,6559,24695,1179,1572,829,31,379,333,5.3
Maine,2009,1318301,2405.1,510.4,1817.1,77.5,119.9,59.2,2.0,28.4,30.3,31706,6729,23955,1022,1580,780,26,375,399,8.4
Maine,2010,1327379,2478.6,554.8,1849.3,74.5,122.1,60.0,1.8,29.3,31.0,32900,7364,24547,989,1621,796,24,389,412,8.4
Maine,2011,1328544,2546.3,592.0,1873.2,81.1,123.3,63.8,2.0,29.7,27.9,33829,7865,24886,1078,1638,848,26,394,370,7.7
Maine,2012,1329192,2509.9,561.3,1873.7,74.9,122.7,61.0,1.9,28.0,31.8,33361,7461,24905,995,1631,811,25,372,423,7.2
Maine,2013,1328302,2292.2,488.1,1735.3,68.8,129.3,68.7,1.8,33.7,25.2,30447,6483,23050,914,1718,912,24,447,335,6.7
Maine,2014,1330089,1986.4,378.2,1548.2,60.1,127.8,66.9,1.6,36.5,22.9,26421,5030,20592,799,1700,890,21,485,304,5.6
Maine,2015,1329328,1830.0,352.4,1416.4,61.2,130.1,69.3,1.7,35.7,23.4,24327,4684,18829,814,1729,921,23,474,311,4.4
Maine,2016,1331479,1645.7,300.6,1286.8,58.2,123.8,71.3,1.5,30.9,20.0,21912,4003,17134,775,1648,950,20,412,266,3.8
Maine,2017,1335907,1507.1,249.6,1198.1,59.4,121.0,65.3,1.7,35.4,18.6,20133,3334,16006,793,1617,872,23,473,249,3.4
Maine,2018,1338404,1357.8,202.7,1097.1,58.1,112.1,60.0,1.8,33.3,17.0,18173,2713,14683,777,1501,803,24,446,228,3.2
Maine,2019,1344212,1245.6,174.8,1016.7,54.0,115.2,61.3,1.5,38.4,14.0,16743,2350,13667,726,1548,824,20,516,188,2.9
Maryland,2000,5296486,4029.5,744.4,2745.7,539.5,786.6,493.3,8.1,29.1,256.0,213422,39426,145423,28573,41663,26130,430,1543,13560,3.5
Maryland,2001,5386079,4075.5,771.5,2709.5,594.6,781.4,495.1,8.3,26.9,251.1,219512,41553,145934,32025,42088,26668,446,1449,13525,4.2
Maryland,2002,5450525,3983.2,729.6,2629.5,624.2,770.8,490.1,9.4,25.1,246.2,217105,39765,143320,34020,42015,26715,513,1370,13417,4.8
Maryland,2003,5512310,3799.1,701.0,2437.7,660.4,703.5,428.0,9.5,24.6,241.3,209418,38641,134372,36405,38778,23593,525,1358,13302,4.8
Maryland,2004,5561332,3640.7,660.0,2335.6,645.2,700.6,437.9,9.4,23.7,229.7,202474,36704,129888,35882,38961,24351,521,1317,12772,4.6
Maryland,2005,5589599,3551.0,642.7,2299.0,610.0,704.0,414.6,9.9,22.6,257.2,198483,35922,128491,34070,39369,23173,552,1266,14378,4.5
Maryland,2006,5615727,3481.0,667.0,2270.4,543.5,678.6,392.0,9.7,21.0,256.0,195484,37459,127502,30523,38111,22011,546,1178,14376,4.2
Maryland,2007,5618344,3431.5,660.2,2265.9,505.4,641.9,375.1,9.9,21.0,236.0,192796,37095,127308,28393,36063,21072,554,1179,13258,3.7
Maryland,2008,5633597,3517.6,689.6,2378.3,449.7,628.2,365.1,8.8,20.0,234.4,198165,38849,133983,25333,35393,20570,493,1127,13203,4.5
Maryland,2009,5699478,3198.5,647.5,2206.7,344.2,590.0,351.3,7.7,20.3,210.7,182295,36905,125771,19619,33625,20022,440,1156,12007,7.6
Maryland,2010,5785681,2995.5,634.4,2049.5,311.6,546.3,326.7,7.4,21.2,191.1,173309,36704,118578,18027,31607,18899,426,1228,11054,7.8
Maryland,2011,5839572,2857.2,613.5,1968.5,275.2,493.5,289.0,6.8,20.5,177.1,166846,35823,114951,16072,28817,16876,399,1200,10342,7.3
Maryland,2012,5884563,2753.5,573.2,1924.9,255.3,476.8,277.2,6.3,21.0,172.3,162031,33732,113274,15025,28055,16310,369,1235,10141,6.9
Maryland,2013,5928814,2663.5,538.9,1898.3,226.3,473.8,272.0,6.4,25.8,169.5,157913,31949,112546,13418,28089,16128,381,1532,10048,6.5
Maryland,2014,5976407,2507.5,468.7,1819.6,219.2,446.1,253.2,6.1,27.1,159.7,149859,28012,108745,13102,26661,15133,365,1619,9544,5.7
Maryland,2015,6006401,2315.0,427.5,1668.5,218.9,457.2,256.7,8.6,27.7,164.2,139048,25678,100219,13151,27462,15417,516,1666,9863,5.0
Maryland,2016,6016447,2284.5,410.4,1677.4,196.7,472.0,263.8,8.0,29.2,171.0,137445,24692,100919,11834,28400,15874,481,1756,10289,4.3
Maryland,2017,6052177,2222.3,388.4,1609.7,224.2,500.2,278.2,9.0,27.9,185.1,134496,23508,97420,13568,30273,16836,546,1691,11200,4.0
Maryland,2018,6042718,2033.3,312.6,1519.8,200.9,468.7,267.0,8.1,32.8,160.8,122864,18892,91835,12137,28320,16135,490,1979,9716,3.8
Maryland,2019,6045680,1950.2,278.9,1485.0,186.2,454.1,261.3,9.0,31.6,152.2,117901,16862,89780,11259,27456,15798,542,1913,9203,3.4
Massachusetts,2000,6349097,2550.0,482.0,1660.5,407.6,476.1,355.9,2.0,26.7,91.6,161901,30600,105425,25876,30230,22594,125,1696,5815,2.8
Massachusetts,2001,6401164,2610.1,506.6,1668.8,434.7,477.8,345.4,2.2,29.0,101.2,167079,32430,106821,27828,30585,22110,143,1856,6476,3.8
Massachusetts,2002,6421800,2612.2,517.7,1680.6,414.0,484.9,342.9,2.7,27.7,111.6,167753,33243,107922,26588,31137,22018,173,1777,7169,5.2
Massachusetts,2003,6420357,2562.8,544.6,1620.9,397.3,473.1,317.4,2.2,28.8,124.8,164543,34963,104069,25511,30377,20378,140,1848,8011,5.7
Massachusetts,2004,6407382,2468.2,538.4,1585.7,344.1,460.2,312.8,2.7,28.0,116.8,158150,34497,101605,22048,29489,20040,171,1794,7484,5.1
Massachusetts,2005,6433367,2358.0,539.8,1524.0,294.0,461.0,309.0,2.8,27.2,121.8,151727,34728,98079,18920,29644,19878,178,1751,7837,4.8
Massachusetts,2006,6437193,2391.5,547.5,1564.7,279.2,500.5,344.5,2.9,27.5,125.5,153943,35243,100725,17975,32217,22178,188,1771,8080,4.7
Massachusetts,2007,6449755,2399.2,554.5,1611.3,233.4,441.7,304.4,2.9,25.5,108.9,154743,35767,103925,15051,28487,19636,187,1643,7021,4.5
Massachusetts,2008,6497967,2399.5,557.9,1645.3,196.3,463.8,325.4,2.6,26.9,108.9,155919,36251,106913,12755,30137,21143,166,1751,7077,5.3
Massachusetts,2009,6593587,2323.1,523.5,1619.7,179.9,462.6,320.4,2.6,26.3,113.2,153178,34515,106799,11864,30503,21129,173,1734,7467,8.1
Massachusetts,2010,6555466,2356.8,578.2,1603.6,175.0,468.9,333.2,3.3,27.2,105.2,154496,37903,105124,11469,30737,21842,214,1784,6897,8.1
Massachusetts,2011,6607003,2252.6,551.0,1538.4,163.2,427.3,297.0,2.8,25.0,102.4,148829,36403,101644,10782,28232,19626,184,1654,6768,7.2
Massachusetts,2012,6646144,2153.0,519.7,1494.4,138.9,405.5,280.4,1.8,24.7,98.6,143089,34540,99317,9232,26953,18638,121,1642,6552,6.7
Massachusetts,2013,6692824,2051.2,459.2,1455.7,136.3,413.4,270.5,2.0,40.6,100.2,137285,30735,97428,9122,27667,18106,137,2718,6706,6.6
Massachusetts,2014,6745408,1857.1,370.1,1364.5,122.5,391.4,267.6,2.0,32.3,89.5,125267,24964,92043,8260,26399,18051,132,2180,6036,5.7
Massachusetts,2015,6794422,1690.7,322.2,1249.7,118.8,390.9,280.7,1.9,30.5,77.8,114871,21890,84912,8069,26562,19071,128,2075,5288,4.8
Massachusetts,2016,6811779,1561.1,281.8,1161.0,118.3,376.9,265.0,2.0,31.2,78.8,106339,19193,79088,8058,25677,18050,134,2128,5365,4.0
Massachusetts,2017,6859819,1437.0,249.1,1078.0,109.9,358.0,252.5,2.5,32.0,71.0,98575,17089,73946,7540,24560,17319,173,2197,4871,3.8
Massachusetts,2018,6902149,1263.3,200.8,966.8,95.7,338.1,241.2,2.0,34.9,60.0,87196,13862,66728,6606,23337,16648,136,2410,4143,3.5
Massachusetts,2019,6892503,1179.8,179.0,911.8,89.0,327.6,241.0,2.2,32.0,52.4,81317,12341,62844,6132,22578,16609,152,2204,3613,3.0
Michigan,2000,9938444,3554.9,702.2,2291.9,560.7,555.0,359.7,6.7,50.6,138.0,353297,69790,227783,55724,55159,35753,669,5025,13712,3.6
Michigan,2001,10006266,3521.3,719.9,2265.7,535.7,553.9,365.3,6.7,52.6,129.3,352353,72038,226708,53607,55424,36551,672,5264,12937,5.2
Michigan,2002,10043221,3336.2,706.6,2134.4,495.1,540.7,362.6,6.8,53.4,118.0,335060,70970,214367,49723,54306,36417,678,5364,11847,6.2
Michigan,2003,10082364,3278.6,677.6,2068.3,532.7,511.3,339.3,6.1,54.3,111.6,330565,68316,208538,53711,51550,34214,612,5470,11254,7.1
Michigan,2004,10104206,3066.1,635.7,1929.8,500.6,492.2,319.4,6.4,54.3,112.2,309805,64233,194988,50584,49737,32276,643,5482,11336,7.0
Michigan,2005,10100833,3098.0,698.2,1922.0,478.0,554.0,363.9,6.2,51.5,132.1,312892,70527,194090,48275,55936,36760,629,5199,13348,6.8
Michigan,2006,10095643,3225.1,755.9,1973.0,496.2,564.4,363.4,7.1,53.0,140.9,325594,76313,199183,50098,56981,36684,721,5347,14229,7.0
Michigan,2007,10071822,3063.5,747.4,1899.2,416.9,533.8,349.0,6.6,45.6,132.7,308550,75273,191289,41988,53765,35147,661,4592,13365,7.1
Michigan,2008,10003422,2950.0,747.6,1844.9,357.4,514.9,331.9,5.5,45.1,132.4,295100,74787,184558,35755,51512,33205,554,4507,13246,8.2
Michigan,2009,9969727,2848.8,762.8,1791.7,294.3,499.8,323.5,6.2,45.4,124.6,284019,76046,178628,29345,49825,32251,623,4524,12427,13.1
Michigan,2010,9877143,2748.8,752.7,1718.6,277.5,493.0,322.5,5.9,47.9,116.7,271501,74345,169748,27408,48693,31858,580,4733,11522,12.2
Michigan,2011,9876801,2544.6,706.3,1586.2,252.2,442.8,288.6,6.2,44.0,103.9,251329,69755,156666,24908,43731,28507,617,4344,10263,10.0
Michigan,2012,9883360,2530.5,664.4,1612.0,254.1,454.5,295.5,7.0,46.4,105.6,250101,65665,159321,25115,44922,29210,689,4589,10434,9.0
Michigan,2013,9895622,2327.6,569.4,1510.0,248.3,449.9,274.8,6.4,66.6,102.1,230334,56344,149423,24567,44523,27194,631,6593,10105,8.7
Michigan,2014,9909877,2043.9,445.9,1384.5,213.5,427.3,277.7,5.4,63.3,80.9,202547,44184,137206,21157,42348,27519,535,6273,8021,7.2
Michigan,2015,9922576,1885.6,403.5,1323.2,158.9,415.5,266.2,5.8,65.0,78.6,187101,40041,131296,15764,41231,26414,571,6450,7796,5.4
Michigan,2016,9928300,1909.9,398.5,1308.1,203.2,459.0,309.5,6.0,71.8,71.7,189620,39568,129876,20176,45572,30729,598,7125,7120,5.0
Michigan,2017,9962311,1800.0,357.8,1245.7,196.5,450.0,308.5,5.7,70.6,65.1,179318,35641,124104,19573,44826,30738,569,7031,6488,4.6
Michigan,2018,9995915,1653.5,316.6,1162.3,174.6,449.4,310.3,5.5,76.9,56.6,165280,31651,116178,17451,44918,31021,551,7690,5656,4.2
Michigan,2019,9986857,1585.0,286.1,1121.3,177.7,437.4,305.9,5.6,72.4,53.6,158296,28572,111980,17744,43686,30545,556,7235,5350,4.1
Minnesota,2000,4919479,3207.6,530.9,2403.7,273.0,280.8,156.7,3.1,45.5,75.5,157798,26116,118250,13432,13813,7709,151,2240,3713,3.0
Minnesota,2001,4984535,3311.2,511.5,2498.1,301.6,263.7,141.1,2.4,44.9,75.4,165046,25496,124519,15031,13145,7032,119,2236,3758,3.8
Minnesota,2002,5024791,3264.3,557.9,2430.9,275.5,267.2,141.4,2.2,45.2,78.4,164026,28034,122150,13842,13428,7106,112,2273,3937,4.5
Minnesota,2003,5064172,3113.3,546.9,2294.9,271.5,262.9,142.0,2.5,41.3,77.1,157663,27698,116216,13749,13316,7191,127,2092,3906,4.8
Minnesota,2004,5096546,3041.6,550.3,2226.1,265.2,269.8,146.1,2.2,41.7,79.9,155019,28048,113453,13518,13751,7445,113,2123,4070,4.6
Minnesota,2005,5126739,3088.0,579.6,2230.0,279.0,297.0,158.9,2.2,44.0,92.1,158301,29716,114304,14281,15243,8146,115,2258,4724,4.1
Minnesota,2006,5167101,3082.5,586.5,2239.0,257.0,310.5,170.9,2.4,31.8,105.3,159276,30306,115693,13277,16042,8830,126,1645,5441,4.1
Minnesota,2007,5197621,3044.8,571.7,2229.7,243.3,289.6,159.6,2.2,36.0,91.8,158257,29717,115892,12648,15054,8295,116,1873,4770,4.6
Minnesota,2008,5220393,2864.1,508.7,2160.1,195.3,265.4,148.6,2.1,34.6,80.1,149517,26558,112764,10195,13853,7759,110,1805,4179,5.4
Minnesota,2009,5266214,2644.9,485.7,1996.9,162.3,244.5,140.4,1.4,34.0,68.7,139286,25580,105160,8546,12874,7392,74,1789,3619,7.9
Minnesota,2010,5310658,2569.0,459.7,1947.6,161.7,235.7,136.2,1.8,33.9,63.8,136431,24415,103429,8587,12515,7233,96,1798,3388,7.4
Minnesota,2011,5347299,2546.8,480.3,1914.1,152.4,230.5,126.2,1.4,39.5,63.3,136183,25681,102354,8148,12323,6750,75,2113,3385,6.5
Minnesota,2012,5379139,2568.3,471.8,1939.3,157.2,230.9,134.0,1.8,30.5,64.6,138152,25378,104316,8458,12419,7207,99,1638,3475,5.6
Minnesota,2013,5420380,2420.4,419.0,1854.4,147.0,234.4,127.5,2.1,37.0,67.8,131195,22713,100516,7966,12705,6909,114,2008,3674,5.0
Minnesota,2014,5457173,2297.5,380.7,1763.5,153.3,229.1,123.3,1.6,36.7,67.6,125377,20773,96237,8367,12505,6729,88,2001,3687,4.3
Minnesota,2015,5489594,2222.1,351.6,1725.2,145.4,242.6,129.2,2.4,42.3,68.7,121984,19299,94704,7981,13319,7094,133,2321,3771,3.8
Minnesota,2016,5519952,2133.3,337.1,1638.1,158.1,242.6,130.7,1.8,42.5,67.5,117756,18606,90422,8728,13394,7217,101,2348,3728,3.9
Minnesota,2017,5576606,2191.5,336.9,1675.7,178.9,238.3,128.6,2.0,42.8,64.9,122212,18787,93446,9979,13291,7172,113,2385,3621,3.5
Minnesota,2018,5611179,1993.8,288.4,1524.8,180.5,220.4,122.2,1.9,43.9,52.5,111874,16185,85561,10128,12369,6857,106,2462,2944,3.0
Minnesota,2019,5639632,2078.8,282.4,1597.5,198.9,236.4,135.1,2.1,43.4,55.8,117236,15927,90092,11217,13332,7618,117,2448,3149,3.3
Mississippi,2000,2844658,3643.5,946.3,2452.2,245.0,360.9,221.1,9.0,35.8,95.0,103644,26918,69758,6968,10267,6290,255,1019,2703,5.3
Mississippi,2001,2859733,3832.8,1042.8,2458.8,331.3,349.9,184.7,9.9,40.1,115.2,109609,29821,70315,9473,10006,5283,282,1147,3294,5.5
Mississippi,2002,2866733,3822.6,1032.3,2458.1,332.2,343.9,178.3,9.2,39.3,117.1,109584,29593,70468,9523,9858,5111,264,1127,3356,6.4
Mississippi,2003,2882594,3707.3,1025.6,2369.6,312.1,323.9,172.6,9.3,37.4,104.6,106867,29564,68307,8996,9336,4974,267,1079,3016,6.1
Mississippi,2004,2900768,3481.1,953.6,2256.0,271.6,295.4,161.2,7.8,40.0,86.3,100980,27661,65440,7879,8568,4677,227,1161,2503,6.1
Mississippi,2005,2908496,3274.0,923.7,2093.0,258.0,280.0,150.1,7.4,39.4,82.7,95231,26866,60873,7492,8131,4365,214,1147,2405,7.6
Mississippi,2006,2910540,3190.2,931.7,1972.3,286.2,311.8,156.2,7.9,35.7,112.0,92853,27117,57406,8330,9076,4547,231,1039,3259,6.4
Mississippi,2007,2918785,3113.9,932.7,1934.8,246.4,291.3,149.8,6.9,35.4,99.2,90887,27223,56473,7191,8502,4371,202,1033,2896,6.2
Mississippi,2008,2938618,2909.1,868.0,1828.4,212.8,304.3,158.9,8.0,32.6,104.8,85488,25506,53730,6252,8942,4669,236,958,3079,6.7
Mississippi,2009,2951996,2958.2,1001.3,1772.7,184.2,286.3,145.6,6.6,33.6,100.6,87327,29559,52329,5439,8451,4297,194,991,2969,9.4
Mississippi,2010,2970072,2983.0,1025.3,1777.2,180.4,269.3,137.6,6.9,31.3,93.5,88596,30453,52784,5359,7999,4087,204,931,2777,10.1
Mississippi,2011,2977457,3016.3,1031.8,1819.6,164.8,269.0,148.4,7.8,29.0,83.8,89809,30722,54179,4908,8009,4418,232,863,2496,9.8
Mississippi,2012,2984926,2811.0,940.6,1725.6,144.8,260.8,149.4,7.4,27.5,76.5,83906,28076,51508,4322,7786,4460,220,822,2284,8.8
Mississippi,2013,2991207,2724.7,835.6,1742.3,146.7,274.6,156.5,6.5,31.1,80.5,81500,24995,52117,4388,8214,4680,195,930,2409,8.5
Mississippi,2014,2994079,2921.2,813.3,1956.9,150.9,278.5,153.4,8.6,35.3,81.2,87462,24352,58591,4519,8338,4592,258,1058,2430,7.6
Mississippi,2015,2992333,2833.6,828.8,1863.0,141.8,275.8,150.3,8.7,40.2,76.7,84790,24799,55748,4243,8254,4498,259,1203,2294,6.5
Mississippi,2016,2988726,2768.1,781.4,1842.1,144.7,280.5,149.6,8.0,42.7,80.2,82732,23354,55054,4324,8383,4471,238,1277,2397,5.9
Mississippi,2017,2984100,2733.9,828.1,1750.6,155.2,285.7,171.5,8.2,36.6,69.4,81581,24710,52240,4631,8526,5119,245,1091,2071,5.2
Mississippi,2018,2986530,2403.0,697.8,1561.2,144.0,234.4,157.2,5.7,18.0,53.4,71766,20839,46627,4300,6999,4696,171,537,1595,4.9
Mississippi,2019,2976149,2375.8,627.0,1555.7,193.1,277.9,184.6,11.2,25.1,57.1,70707,18660,46300,5747,8272,5493,332,747,1700,5.5
Missouri,2000,5595211,4037.7,745.0,2851.3,441.4,490.0,323.9,6.2,24.1,135.8,225919,41685,159539,24695,27419,18123,347,1351,7598,3.4
Missouri,2001,5637309,4229.2,762.4,2969.9,496.9,540.5,371.6,6.6,24.5,137.8,238411,42977,167420,28014,30472,20946,372,1383,7771,4.5
Missouri,2002,5669544,4065.9,753.5,2820.7,491.7,539.0,383.4,5.8,25.8,123.9,230520,42721,159921,27878,30557,21737,331,1465,7024,5.3
Missouri,2003,5719204,4083.9,734.3,2825.8,523.7,490.8,344.3,5.1,24.5,116.9,233564,41997,161616,29951,28067,19692,289,1400,6686,5.7
Missouri,2004,5759532,3900.1,702.7,2747.9,449.6,490.1,343.1,6.1,25.7,115.1,224629,40472,158264,25893,28226,19763,354,1479,6630,5.9
Missouri,2005,5797703,3929.0,738.6,2747.0,443.0,526.0,366.6,6.9,28.0,124.1,227809,42822,159288,25699,30477,21254,402,1625,7196,5.4
Missouri,2006,5842713,3834.0,765.6,2633.6,434.7,545.9,379.4,6.3,30.2,130.0,224007,44734,153874,25399,31897,22167,369,1764,7597,4.9
Missouri,2007,5878415,3829.5,763.8,2659.2,406.5,560.7,392.7,6.2,30.4,131.5,225113,44897,156319,23897,32962,23082,367,1785,7728,5.1
